Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL5850090,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2csc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3)c2)cc1OC,8.26
CHEMBL3315274,CCc1nc(Nc2ccc(NS(N)(=O)=O)cc2)nc(-c2cccc(Cl)c2)n1,6.4
CHEMBL3977665,CCn1nc(-c2cccc(-c3cc(C(=O)NC4CC4)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,9.68
CHEMBL3948448,CCOc1cc(C(=O)NC2CC2)cc(-c2cccc(-c3cc(NC(=O)Nc4c(Cl)cncc4Cl)c(=O)n(CC)n3)c2)c1,9.51
CHEMBL3985784,CCn1nc(-c2cccc(-c3cc(C#N)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,9.43
CHEMBL3986586,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCOCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.85
CHEMBL3958944,CCn1nc(-c2cccc(-c3cccc(C(N)=O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.3
CHEMBL3978291,CCn1nc(-c2ccccc2)c(C(C)=O)c(Nc2ccc(C(=O)O)cc2)c1=O,8.04
CHEMBL3974515,CCn1nc(-c2cccc(-c3ccc(O)cc3F)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.4
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.15
CHEMBL4074883,O=C(NC1CC1)c1cccc(-c2cccc(-c3cc(Nc4cccc5ncccc45)c4c(n3)CCNC4=O)c2)c1,9.77
CHEMBL1828652,CC(C)Nc1nc2oc3c(NCc4cccnc4)ncnc3c2c2c1CCC(C)(C)C2,9.7
CHEMBL2172734,COc1ccc(C(=O)N(C)/N=C/c2ccc(OC)c(OC)c2)cc1,7.28
CHEMBL5830036,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(Cc3ccccc3F)c3cc(Br)cnc32)ccc1OC,8.83
CHEMBL5915263,,8.61
CHEMBL5831376,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(-c4nccnc4C)cnc32)ccc1OC,7.84
CHEMBL5786759,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(C)c3cc(Br)cnc32)ccc1OC,7.96
CHEMBL5922789,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(-c4cn[nH]c4)cnc32)ccc1OC,8.47
CHEMBL5907516,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(CO)cnc32)ccc1OC,7.17
CHEMBL5945845,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(-c4ccccc4CC)cnc32)ccc1OC,9.29
CHEMBL5963442,CC1CC1NC(=O)c1nc2cccnn2c1-c1ccc(Cl)cc1,7.26
CHEMBL5978072,O=C(NC12CC(C1)C2)c1nc2cccnn2c1-c1ccc(Cl)cc1,7.12
CHEMBL5839970,O=C(NC1CC1)c1nc2cccnn2c1-c1ccnc(OC(F)F)c1,8.22
CHEMBL5996092,CCCNC(=O)c1nc2cccnn2c1-c1cncc(Cl)c1,6.49
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,7.45
CHEMBL255130,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,4.55
CHEMBL255611,CCN1C(=O)/C(=C/c2ccc(OC)c(O)c2)SC1=S,4.95
CHEMBL255610,COc1ccc(/C=C2\SC(=S)N(CC(=O)O)C2=O)cc1OC1CCCC1,5.51
CHEMBL8184,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,6.7
CHEMBL488487,CCCn1ncc2c(NC3CCOCC3)c(C(=O)OCC)cnc21,7
CHEMBL4784653,N#C/N=C1/SCCN1C(=O)c1coc(-c2ccc(Cl)cc2)n1,5.44
CHEMBL5745712,COCCOc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)ccc1OC(F)F,8.26
CHEMBL270634,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC1CCCC1,6.05
CHEMBL6025423,Cc1cc(Cl)ccc1-c1c(C(=O)NC2CC2)nc2cccnn12,7.45
CHEMBL296435,,
CHEMBL5868470,O=C(c1ccc2c(c1)N(c1ncc(-c3ccc(F)cc3)cn1)CC21CC1)N1CCOCC1,
CHEMBL5844350,O=C(c1ccc2c(c1)N(c1ncc(-c3cccc(Cl)c3)cn1)CC21CC1)N1CCOCC1,6.26
CHEMBL5830953,O=C(c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1)N1CCCC(O)C1,
CHEMBL5837569,CC1(C)CN(C(=O)c2ccc3c(c2)N(c2ncc(-c4ccccc4F)cn2)CC32CC2)CCO1,6.26
CHEMBL5835469,Cc1cc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)CCO)cc43)nc2)ccn1,
CHEMBL6006200,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3cccc(C4CC4)c3)cn1)CC21CC1,
CHEMBL5785659,CCc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCCC5)cc43)nc2)c1,
CHEMBL5786134,O=C(c1ccc2c(c1)N(c1ncc(-c3cn[nH]c3C(F)(F)F)cn1)CC21CC1)N1CCOCC1,
CHEMBL206592,CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)N(C(=O)c1cccnc1)c1ccc(S(C)(=O)=O)cc1,6.68
CHEMBL207559,CC(C)NC(=O)N(c1ccc(S(C)(=O)=O)cc1)C(C)c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1,6.4
CHEMBL382168,CC(C)NC(=O)N(Cc1cccc(-c2cc(C(C)(C)C#N)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,6.85
CHEMBL383837,CC(C)(c1cc(-c2cccc(C(=O)Nc3ccncc3)c2)c2ncccc2c1)S(C)(=O)=O,6.7
CHEMBL207559,CC(C)NC(=O)N(c1ccc(S(C)(=O)=O)cc1)C(C)c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1,9.15
CHEMBL3360166,CCn1c(Nc2ccncc2F)nc2c(C(C)O)csc2c1=O,6.21
CHEMBL3360170,CCn1c(Nc2ccncc2F)nc2c(C3CCCN(C(=O)OC)C3)csc2c1=O,6.55
CHEMBL5773932,NC(=O)Cc1ccc(Cc2cc(OC3CCCC3)nc3c2CCC3)cc1,
CHEMBL5959173,NC(=O)Cc1ccc(Nc2cc(-c3ccc[nH]3)nc3c2CCC3)cc1,
CHEMBL5819034,OCCc1ccc(Nc2cc(-c3cccc(Cl)c3)nc(C3CC3)c2)cc1,
CHEMBL5778094,C[C@@H]1CN(c2cc(Nc3ccc(CC(N)=O)cc3)c3c(n2)CCC3)CCN1,
CHEMBL6011731,NC(=O)Cc1ccc(Nc2cc(OC3CCCC3)nc3c2CCC3)cc1,
CHEMBL5976179,OC(Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1)C(F)(F)F,
CHEMBL4449185,CCc1cc(Oc2ccc(CCO)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5835309,CCc1cc(Nc2ccc(C(C)(C)CO)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL6026485,CCc1cc(Nc2ccc(C(CO)C(F)(F)F)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5897841,CCc1cc(Nc2ccc(Cn3cccn3)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5800640,CCc1cc(Cc2ccc(C(C)(C)C(N)=O)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL6021359,NC(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2SCC3)cc1,
CHEMBL6012302,OCCc1ccc(Nc2nc(C3CCCC3)nc3c2SCCC3)cc1,
CHEMBL6018073,NC(=O)Cc1ccc(Nc2nc(C3CCCC3)nc3c2SCCC3)cc1,
CHEMBL5775333,O=S1(=O)CCCc2nc(C3CCCC3)nc(Nc3ccc(CCCO)cc3)c21,
CHEMBL5853296,N#CC1CCC(c2cc(Nc3ccc(CC(N)=O)cc3)c3c(n2)CCC3)C1,
CHEMBL4541964,O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,
CHEMBL5845675,NC(=O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,
CHEMBL5786953,NC(=O)Cc1ccc(Nc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,
CHEMBL5898068,OCCc1ccc(Nc2cc(-c3ccc(Cl)c(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5753517,O=C(O)Cc1ccc(Nc2cc(C3CCCC3)nc(C(F)(F)F)c2)cc1,
CHEMBL5767999,NC(=O)Cc1ccc(Nc2nc(C3CCCC3)nc3c2CCC3)cc1,
CHEMBL6029810,OCCc1ccc(Cc2cc(C(F)(F)F)nc(C3CCCC3)n2)cc1,
CHEMBL5749746,OCCc1ccc(Nc2nc(OC3CCCC3)nc3c2CCC3)cc1,
CHEMBL5801486,OCCc1ccc(Nc2cc(-c3ncco3)nc3c2CCC3)cc1,
CHEMBL5810556,OCCc1ccc(Nc2cc(OC3CCCC3)nc3c2CCC3)cc1,
CHEMBL5792682,NC(=O)Cc1ccc(C(O)c2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5823661,OCCc1ccc(C(O)c2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL253083,,
CHEMBL1801071,CC(C)(CC(=O)O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)cc1,9.07
CHEMBL5417689,CCOc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN[C@@](CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)ccc1OC,9
CHEMBL5399363,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OCC1CC1,9.1
CHEMBL5912857,O=C(c1cc2c(cn1)C1(CC1)CN2c1ncc(-c2ccccc2F)cn1)N1CCOCC1,6.26
CHEMBL6054769,C[C@@H]1CN(C(=O)c2ccc3c(c2)N(c2ncc(-c4ccccc4F)cn2)CC32CC2)C[C@H](C)O1,
CHEMBL5757011,O=C(c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1)N1CC2CC1CN2,
CHEMBL6038719,Cc1cc(N)cc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)CCO)cc43)nc2)n1,
CHEMBL82318,COc1ccc(C2=NNC(=O)C3CCCCC23)cc1OC,6.28
CHEMBL5782982,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCCN3CCCC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5935732,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3F)s2)cc1OC,
CHEMBL6030445,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@@H]3CCN3C)c3ccccc3)s2)cc1OC,8.26
CHEMBL5859909,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@H]3CCCCN3C)c3ccccc3)s2)cc1OC,
CHEMBL5798564,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C)(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)cc1OC,
CHEMBL5745712,COCCOc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)ccc1OC(F)F,8.26
CHEMBL1257778,CC1(C)Cc2c(c(N3CCOCC3)nc3sc4c(N(CCO)CCN5CCOCC5)ncnc4c23)CO1,7.89
CHEMBL2335415,COc1ccc(C2=NN(CCCCCCNCC(O)c3ccc(O)c(CO)c3)C(=O)C3CCCCC23)cc1OC,6.58
CHEMBL208236,CC(C)(c1cc(-c2cccc(NC(=O)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,6
CHEMBL204522,CC(=O)N(c1ccc(S(C)(=O)=O)cc1)C(C)c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1,5.7
CHEMBL209295,CC(C)OC(=O)N(Cc1cccc(-c2cc(C(C)(C)C#N)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,7.1
CHEMBL206592,CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)N(C(=O)c1cccnc1)c1ccc(S(C)(=O)=O)cc1,9.15
CHEMBL208382,CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)N(C(=O)c1ccc(F)cc1)c1ccc(S(C)(=O)=O)cc1,9.22
CHEMBL378681,CC(C)(C#N)c1cc(-c2cccc(CN(Cc3ccc(F)cc3)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1,10
CHEMBL3315275,CCc1nc(Nc2ccc(C(C)C(=O)O)cc2)nc(-c2cccc(Cl)c2)n1,5.96
CHEMBL1782303,C=CCc1c(C)nc(-c2ccc(OC)s2)nc1Nc1ccc(CC(=O)O)cc1,6.72
CHEMBL6032569,CC(C)NC(=O)c1nc2cccnn2c1-c1cc(F)c(Cl)cc1F,7.31
CHEMBL5771283,CCOc1cc(C(CS(C)(=O)=O)n2c(=O)[nH]c3c(C)c(-c4ccccc4C)cnc32)ccc1OC(F)F,
CHEMBL5905135,,8.19
CHEMBL2387436,COc1ccc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCCO)c4C(=O)NC3)ccc2OC)c(OC)c1,4
CHEMBL2387434,COc1ccccc1-c1cc(C2=Nc3c(C(C)(C)C)nn(CCCO)c3C(=O)NC2)ccc1OC,5.68
CHEMBL6025423,Cc1cc(Cl)ccc1-c1c(C(=O)NC2CC2)nc2cccnn12,7.45
CHEMBL5977940,Cn1cc(NC(=O)c2nc3cccnn3c2-c2ccc(Cl)c(F)c2)cn1,
CHEMBL517766,CS(=O)(=O)c1ccc2ncc(C(N)=O)c(Nc3cccc4c3CCO4)c2c1,8.6
CHEMBL473551,COc1cccc(Nc2c(C(=O)O)cnc3ccc(S(=O)(=O)c4ccccc4)cc23)c1,4.9
CHEMBL515098,COc1cc(Nc2c(C(N)=O)cnc3c(OC)cc(S(C)(=O)=O)cc23)ccc1F,8.3
CHEMBL5873297,O=C(c1ccc2c(n1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1)N1CCOCC1,
CHEMBL5884710,O=C(c1ccc2c(c1)N(c1ncc(-c3ccccn3)cn1)CC21CC1)N1CCCC1,
CHEMBL5985451,O=C1CN(C(=O)c2ccc3c(c2)N(c2ncc(-c4ccccn4)cn2)CC32CC2)CCN1,
CHEMBL5773086,Cc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)c1,
CHEMBL5954068,NC(=O)c1cccc(F)c1-c1cnc(N2CC3(CC3)c3ccc(C(=O)N4CCOCC4)cc32)nc1,6.26
CHEMBL6008221,COc1cccc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CC6CC5CN6)cc43)nc2)c1,
CHEMBL6027720,O=C(c1ccc2c(c1)N(c1ncc(-c3cccc(F)c3F)cn1)CC21CC1)N1CCOCC1,
CHEMBL5748199,CCN1CCC(COC(=O)C(NCc2ccc(C(=O)O[C@@H](Cc3c(Cl)c[n+]([O-])cc3Cl)c3ccc(OC)c(OC)c3)s2)c2ccccc2)CC1,
CHEMBL3883753,O=C(Nc1ccccc1Cl)c1ccc(OC(F)F)c(OC2CCCC2)c1,7.02
CHEMBL3909436,CCn1nc(-c2cccc(-c3ccc(F)c(C(=O)O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,9.8
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.04
CHEMBL5866475,Cc1cc(C#N)ccc1-c1c(C(=O)NC2CC2)nn2c1OCCC2,5.78
CHEMBL5915996,O=C(NC1CC1)c1nn2c(c1-c1ccc3ccnn3c1)OCCC2,5.51
CHEMBL5898782,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(-c4ccccc4OC)cnc32)ccc1OC,9.19
CHEMBL6010253,CCOc1cc(CC(CS(C)(=O)=O)n2c(=O)[nH]c3cc(F)cnc32)ccc1OC,7.97
CHEMBL5936327,O=C(NC1CC1)c1nn2c(c1-c1ccc(Cl)cc1F)OCCC2,5.69
CHEMBL1098541,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCCCCC(=O)O,7.1
CHEMBL568465,CC1CCc2c(sc(NC(=O)c3ccccc3[N+](=O)[O-])c2C(N)=O)C1,7.3
CHEMBL429206,CNC(=O)c1c(NC(=O)c2c(F)cccc2F)sc2c1CCC(C(C)(C)C)C2,
CHEMBL572177,CC1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])cc3)c2C(N)=O)C1,
CHEMBL595054,CS(=O)(=O)c1cc(F)c2c(c1)C(Nc1cncc(F)c1)=C(C(N)=O)NN2,9.2
CHEMBL593894,Cc1cc(S(C)(=O)=O)cc2c(Nc3cccc(C#N)c3)c(C(N)=O)c(=O)[nH]c12,9
CHEMBL5836936,O=C(c1nc2cccnn2c1-c1ccc(Cl)cc1F)N1CCC1,7.43
CHEMBL5910038,Cc1ccc(Cl)cc1-c1c(C(=O)N2CCC2)nc2cccnn12,7.62
CHEMBL571594,CCc1cccc(Nc2c(C(N)=O)cnc3ccc(S(=O)(=O)c4ccccc4)cc23)c1,8
CHEMBL569556,COc1ccc(S(=O)(=O)c2ccc3ncc(C(N)=O)c(Nc4cccc(OC)c4)c3c2)cc1,9.9
CHEMBL1223686,CS(=O)(=O)c1ccc(OCc2cc(-c3cccc(OC(F)F)c3)c3ncccc3c2)cc1,7.82
CHEMBL1221434,CC(C)(O)CCc1ccc(OCc2cc(-c3cccc(OC(F)F)c3)c3ncccc3c2)cc1,7.35
CHEMBL2385754,CNC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,7.57
CHEMBL564209,COc1ccc(OC)c(-c2nnc3n2N=C(c2ccc(OC)c(O[C@@H]4CCOC4)c2)CS3)c1,8.8
CHEMBL3287997,Cc1cccc2nc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(O)cc5CN5CCCOCC5)c4)CC3)cn12,10.5
CHEMBL3288004,O=C(N[C@H]1CC[C@@H](NC(=O)c2cc(F)cnc2Oc2cccc(-c3ccc(O)cc3CN3CCOCC3)c2)CC1)c1cncc(O)c1,8.6
CHEMBL3288005,Cc1cc(C)n2ncc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(O)cc5CN5CCOCC5)c4)CC3)c2n1,10.3
CHEMBL3288025,Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4cc(O)cc(CN5C[C@@H](C)N[C@@H](C)C5)c4)c3)CC2)nn1C,10.5
CHEMBL2337975,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3F)C(=O)C2(C)C)c2sc(C(F)(F)F)nc12,9.42
CHEMBL2337968,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)CC4)c(F)c3F)C(=O)CC2C)c2cc(C(F)(F)F)nn12,8.66
CHEMBL2337963,COc1ccc(C2=NN(CCCCOc3cccc(C4=NNC(=O)CC4C)c3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,9.3
CHEMBL1801151,O=C(NC1CC1)c1cn(-c2cccc(-c3ccc(C4CC4c4nnn[nH]4)cc3)c2)c2ncccc2c1=O,9.26
CHEMBL1801158,O=C(NC1CC1)c1cn(-c2cccc(-c3ccc([C@@H]4C[C@H]4C(=O)O)cc3)c2)c2ncccc2c1=O,9
CHEMBL1801159,O=C(NC1CC1)c1cn(-c2cccc(-c3ccc([C@H]4C[C@@H]4C(=O)O)cc3)c2)c2ncccc2c1=O,9.18
CHEMBL1801160,,
CHEMBL1650673,CCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Cl)cc3Cl)N2C1=O,4.47
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.03
CHEMBL4747276,CC(=O)Nc1ccc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)cn1,6.7
CHEMBL4750999,CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(=O)OCCOCCOCCOCCOCCOCCOC)c3C2=O)ccc1OC,8.52
CHEMBL4757093,CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(=O)OCCOCCOCCOCCOCCOCCOCCOC)c3C2=O)ccc1OC,8.52
CHEMBL42126,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,10.39
CHEMBL4759356,O=C(N[C@H]1CC[C@@H](C2C(=O)c3cc(F)cnc3N(C3CCSCC3)C2=O)CC1)c1cn2cc(F)ccc2n1,9.9
CHEMBL2385573,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2SCCC3)cc1,6.68
CHEMBL198432,COc1cccc(-c2cc(Cc3ccncc3)cc3cccnc23)c1,8.64
CHEMBL1224720,COc1cccc(-c2cc(COc3ccc(C(F)(F)F)cc3)cc3cccnc23)c1,6.38
CHEMBL1946746,COc1ccc(C2=NNC(=O)CC2C)c2nc(C(F)(F)F)nn12,6.37
CHEMBL42126,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,8.7
CHEMBL1096813,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCC(=O)O,8.3
CHEMBL1096814,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCCCC(=O)O,5.93
CHEMBL63,,
CHEMBL208149,CC(C)(c1cc(-c2cccc(C(=O)Nc3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,6.85
CHEMBL208100,CC(C)NC(=O)N(Cc1cc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)ccc1F)c1ccc(S(C)(=O)=O)cc1,9.52
CHEMBL4071585,Cc1cc(C)n(C(=O)c2coc(-c3ccccc3)n2)n1,4.12
CHEMBL4075410,,
CHEMBL3360155,CCn1c(Nc2ccccc2C)nc2ccsc2c1=O,5.37
CHEMBL1223618,N#CCCc1ccc(OCc2cc(-c3ccccc3)c3ncccc3c2)cc1,6.92
CHEMBL1223620,N#CCCc1ccc(OCc2cc(-c3cccc(F)c3)c3ncccc3c2)cc1,7.03
CHEMBL3287988,Cc1nc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)CC2)cs1,10.6
CHEMBL3287989,Cc1nc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN(C)C)c3)CC2)cs1,10.5
CHEMBL3287995,Cc1cccc2nc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(O)cc5CN5CCOCC5)c4)CC3)cn12,10.8
CHEMBL3287998,CN(C)Cc1cc(O)ccc1-c1cccc(Oc2ncc(F)cc2C(=O)N[C@H]2CC[C@@H](NC(=O)c3cn4cc(F)ccc4n3)CC2)c1,10.3
CHEMBL3288017,C[C@@H]1CN(Cc2ccc(-c3cccc(Oc4ncc(F)cc4C(=O)N[C@H]4CC[C@@H](NC(=O)c5csc(CO)n5)CC4)c3)cc2)C[C@H](C)N1,10.1
CHEMBL3288028,Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CCN5CCC(N6CCCC6)CC5)cc4)c3)CC2)nn1C,10.4
CHEMBL3315248,CCc1nc(Nc2ccc(CC(=O)O)cc2)nc(-c2ccc(Cl)s2)n1,6.42
CHEMBL3315260,Cc1nc(Nc2ccc(C(=O)O)cc2)nc(-c2ccc(Cl)s2)n1,5.39
CHEMBL3315263,CC(C)c1nc(Nc2ccc(C(=O)O)cc2)nc(-c2ccc(Cl)s2)n1,6.66
CHEMBL1223687,O=C(O)Cc1ccc(OCc2cc(-c3cccc(OC(F)F)c3)c3ncccc3c2)cc1,8.06
CHEMBL2041596,COc1cc(COC(=O)c2ccc(-c3ccccc3)o2)cc(OC)c1OC,4.91
CHEMBL251785,COc1ccc(C2=Nn3c(nnc3-c3ccccc3OC)SC2)cc1OC,6.27
CHEMBL3354178,CCn1c(NC2CCCC2)nc2c(-c3ccc(C(=O)OC)cc3)csc2c1=O,6
CHEMBL2331809,COC1=C(c2ccccc2)C(=O)C=C(c2ccccc2)C1=O,4.77
CHEMBL2331810,,
CHEMBL198564,CC(C)c1cc(-c2cccc(CC(c3ccncc3)C(C)(C)O)c2)c2ncccc2c1,8.74
CHEMBL3354167,CCc1csc2c(=O)n(CC)c(NC3CCCC3)nc12,5.23
CHEMBL3393204,Cn1c(C(=O)c2ccc(Oc3ncccc3-c3cccnc3)cc2)nc2ccccc21,4.59
CHEMBL603830,CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC,6.38
CHEMBL1258580,CN1CCN(c2nc3sc4c(NCCN5CCOCC5)ncnc4c3c3c2CCC(C)(C)C3)CC1,7.02
CHEMBL2337706,CCOC(=O)C1=CN(c2ccccc2OC)C=C(C(=O)OCC)C1c1ccc(Br)cc1,
CHEMBL2172374,O=C(O)[C@H]1CC[C@H](c2cc3cccnc3c(-c3cccc(F)c3)n2)CC1,7.47
CHEMBL1801068,O=C(NC1CC1)c1cn(-c2cccc(-c3cccc(C4CC4C(=O)O)c3)c2)c2ncccc2c1=O,9.27
CHEMBL1801156,O=C(NCC1CC1)c1cn(-c2cccc(-c3ccc(C4CC4C(=O)O)cc3)c2)c2ncccc2c1=O,9.46
CHEMBL1801157,O=C(NC1CCC1)c1cn(-c2cccc(-c3ccc(C4CC4C(=O)O)cc3)c2)c2ncccc2c1=O,9.28
CHEMBL1801161,O=C(NC1CC1)c1cn(-c2cccc(-c3ccc([C@H]4C[C@@H]4C(=O)O)c(F)c3)c2)c2ncccc2c1=O,9.34
CHEMBL345472,COc1ccc(C(C)Cn2ccnc2NC#N)cc1OC1Cc2ccccc2C1,7.72
CHEMBL1258357,CC1(C)Cc2c(N3CCOCC3)nc3sc4c(NCCN5CCOCC5)ncnc4c3c2C1,6.48
CHEMBL4472790,COc1ccc(NC(=O)C2Cc3cc(OC4CCCC4)c(OC)cc3C(c3ccccc3)=N2)cc1,4.53
